casa,data,temperatura_appartamento,stato_luce1,stato_luce2,stato_luce3,energia_consumata_giornaliera_appartamento,potenza_istantanea_consumata_appartamento,guasto
casa1,202603281525,40.0,1,1,1,2154,158,
casa1,202603281530,40.0,0,0,1,2167,159,
casa1,202603281535,40.0,1,1,1,2182,178,
casa1,202603281540,40.0,0,1,0,2186,54,
casa1,202603281545,40.0,1,1,1,2193,76,
casa1,202603281550,40.0,1,0,0,2212,231,
casa1,202603281555,39.7,0,1,0,2218,69,
casa1,202603281600,40.0,0,1,1,2224,75,
casa1,202603281605,40.0,0,1,0,2240,199,
casa1,202603281610,40.0,0,1,1,2247,80,
casa1,202603281615,40.0,1,1,1,2259,140,
casa1,202603281620,40.0,1,0,1,2262,38,
casa1,202603281625,40.0,0,1,1,2280,217,
casa1,202603281630,40.0,0,0,1,2296,192,
casa1,202603281635,40.0,0,0,0,2316,240,
casa1,202603281640,40.0,1,0,1,2326,123,
casa1,202603281645,40.0,0,1,1,2342,186,
casa1,202603281650,40.0,0,1,0,2358,192,
casa1,202603281655,40.0,0,1,0,2378,237,
casa1,202603281700,40.0,1,0,1,2394,201,
casa1,202603281705,40.0,1,1,0,2407,150,
casa1,202603281710,39.8,0,1,1,2409,24,
casa1,202603281715,39.6,0,1,1,2426,207,
casa1,202603281720,39.3,0,1,0,2440,171,
casa1,202603281725,39.0,0,0,1,2453,157,
casa1,202603281730,38.8,0,0,0,2465,135,
casa1,202603281735,39.5,1,1,1,2483,224,
casa1,202603281740,39.1,1,1,0,2504,249,
casa1,202603281745,39.7,1,0,1,2517,152,
casa1,202603281750,40.0,1,1,0,2531,176,
casa1,202603281755,40.0,1,1,0,2537,62,
casa1,202603281800,40.0,1,1,0,2547,125,
casa1,202603281805,40.0,0,1,0,2549,27,
casa1,202603281810,40.0,1,0,1,2565,189,
casa1,202603281815,40.0,1,0,1,2567,26,
casa1,202603281820,40.0,0,0,0,2575,90,
casa1,202603281825,39.8,1,0,1,2583,98,
casa1,202603281830,40.0,0,0,0,2601,218,
casa1,202603281835,40.0,1,0,0,2619,211,
casa1,202603281840,40.0,1,1,1,2625,72,
casa1,202603281845,40.0,0,1,0,2638,166,
casa1,202603281850,40.0,1,1,0,2658,232,
casa1,202603281855,40.0,0,0,1,2673,183,
casa1,202603281900,40.0,1,0,0,2678,56,
casa1,202603281905,40.0,1,0,1,2683,70,
casa1,202603281910,40.0,1,1,0,2686,32,
casa1,202603281915,40.0,1,1,0,2691,59,
casa1,202603281920,40.0,0,0,1,2712,248,
casa1,202603281925,39.7,1,0,1,2717,68,
casa1,202603281930,40.0,1,0,0,2724,81,
casa1,202603281935,40.0,0,0,0,2726,23,
casa1,202603281940,40.0,1,0,0,2746,238,
casa1,202603281945,40.0,0,0,1,2762,191,
casa1,202603281950,39.8,1,1,1,2773,132,
casa1,202603281955,40.0,0,0,0,2777,52,
casa1,202603282000,40.0,1,0,0,2792,179,
casa1,202603282005,40.0,0,0,1,2805,154,
casa1,202603282010,40.0,1,0,0,2813,94,
casa1,202603282015,-999.0,-999,-999,-999,2828,185,"luce2, luce1, temperatura, luce3"
casa1,202603282020,40.0,1,1,1,2840,147,
casa1,202603282025,40.0,0,0,1,2857,204,
casa1,202603282030,40.0,0,0,0,2867,113,
casa1,202603282035,40.0,0,1,0,2884,204,
casa1,202603282040,40.0,0,0,0,2900,192,
casa1,202603282045,40.0,1,1,1,2905,61,
casa1,202603282050,40.0,0,1,0,2908,35,
casa1,202603282055,39.7,1,1,0,2910,28,
casa1,202603282100,39.3,0,1,1,2926,197,
casa1,202603282105,39.0,1,1,0,2942,191,
casa1,202603282110,38.5,1,0,1,2945,32,
casa1,202603282115,37.6,1,0,0,2952,86,
casa1,202603282120,37.7,1,0,0,2969,202,
casa1,202603282125,37.5,0,1,0,2986,199,
casa1,202603282130,36.5,0,1,1,3006,246,
casa1,202603282135,36.4,0,0,0,3024,212,
casa1,202603282140,36.7,0,0,1,3039,179,
casa1,202603282145,35.8,0,0,0,3049,120,
casa1,202603282150,35.7,0,1,0,3061,149,
casa1,202603282155,35.3,0,1,0,3069,95,
casa1,202603282200,35.0,1,1,0,3075,72,
casa1,202603282205,34.2,0,0,1,3090,182,
casa1,202603282210,33.3,1,0,1,3108,218,
casa1,202603282215,32.4,0,0,0,3129,247,
casa1,202603282220,32.4,0,0,1,3134,55,
casa1,202603282225,31.5,0,0,1,3149,181,
casa1,202603282230,31.6,0,0,0,3159,130,
casa1,202603282235,31.2,0,1,1,3176,203,
casa1,202603282240,31.4,0,1,0,3182,65,
casa1,202603282245,30.6,1,0,1,3189,84,
casa1,202603282250,30.3,1,0,1,3206,212,
casa1,202603282255,30.3,0,1,1,3221,180,
casa1,202603282300,29.5,0,0,0,3237,186,
casa1,202603282305,29.1,1,1,0,3253,191,
casa1,202603282310,29.0,0,1,1,3268,176,
casa1,202603282315,29.0,1,1,1,3280,150,
casa1,202603282320,28.7,1,1,0,3292,146,
casa1,202603282325,28.1,0,1,1,3310,210,
casa1,202603282330,27.3,1,1,1,3322,150,
casa1,202603282335,27.0,0,0,0,3333,132,
casa1,202603282340,26.8,1,0,0,3344,133,
casa1,202603282345,26.1,1,1,0,3361,199,
casa1,202603282350,26.4,0,1,1,3380,232,
casa1,202603282355,26.1,1,1,1,3389,109,
casa1,202603290000,25.4,1,0,1,14,173,
casa1,202603290005,25.3,1,0,1,25,127,
casa1,202603290010,25.0,1,0,0,43,227,
casa1,202603290015,24.9,1,0,1,63,234,
casa1,202603290020,24.9,1,0,1,76,155,
casa1,202603290025,24.2,1,0,0,80,55,
casa1,202603290030,23.3,1,0,1,90,113,
casa1,202603290035,23.0,1,0,1,100,126,
casa1,202603290040,22.5,1,0,1,120,241,
casa1,202603290045,22.8,1,1,0,138,205,
casa1,202603290050,22.1,0,0,0,147,108,
casa1,202603290055,21.8,0,1,1,148,23,
casa1,202603290100,21.4,0,0,1,161,151,
casa1,202603290105,20.6,1,0,1,176,175,
casa1,202603290110,19.9,1,1,0,181,69,
casa1,202603290115,19.3,0,0,0,186,59,
casa1,202603290120,19.3,1,1,1,191,52,
casa1,202603290125,19.3,1,1,1,195,56,
casa1,202603290130,19.4,1,1,0,205,111,
casa1,202603290135,18.6,1,1,1,212,93,
casa1,202603290140,18.8,0,1,0,233,247,
casa1,202603290145,18.2,1,0,1,253,244,
casa1,202603290150,18.4,0,1,1,260,86,
casa1,202603290155,18.3,1,0,1,265,55,
casa1,202603290200,17.8,0,1,0,285,236,
casa1,202603290205,17.9,1,0,1,287,23,
casa1,202603290210,17.2,0,1,0,303,192,
casa1,202603290215,16.8,1,0,0,320,210,
casa1,202603290220,15.8,1,0,1,326,69,
casa1,202603290225,16.1,1,1,1,345,227,
casa1,202603290230,16.0,1,1,1,365,244,
casa1,202603290235,15.9,0,1,0,369,51,
casa1,202603290240,15.5,1,1,0,385,186,
casa1,202603290245,15.3,0,0,0,401,189,
casa1,202603290250,15.4,0,1,1,416,191,
casa1,202603290255,14.8,0,0,0,427,128,
casa1,202603290300,14.8,0,1,1,430,40,
casa1,202603290305,14.3,0,0,1,442,138,
casa1,202603290310,14.6,1,0,0,453,133,
casa1,202603290315,14.7,0,0,1,470,208,
casa1,202603290320,14.2,0,1,1,490,232,
casa1,202603290325,14.2,0,0,0,495,63,
casa1,202603290330,13.2,0,0,0,510,183,
casa1,202603290335,12.9,0,1,1,519,100,
casa1,202603290340,12.3,1,0,1,527,100,
casa1,202603290345,-999.0,-999,-999,-999,547,240,"luce3, luce1, temperatura, luce2"
casa1,202603290350,11.9,0,0,0,561,171,
casa1,202603290355,12.1,0,1,0,571,124,
casa1,202603290400,12.5,0,1,1,582,131,
casa1,202603290405,12.8,1,1,0,599,196,
casa1,202603290410,12.3,0,0,1,601,30,
casa1,202603290415,11.5,0,0,1,614,151,
casa1,202603290420,11.2,0,1,1,630,200,
casa1,202603290425,11.0,1,1,0,648,208,
casa1,202603290430,10.3,0,0,1,654,72,
casa1,202603290435,10.6,0,0,0,660,76,
casa1,202603290440,10.0,1,1,0,675,174,
casa1,202603290445,10.1,0,1,1,676,20,
casa1,202603290450,9.4,0,1,1,683,81,
casa1,202603290455,8.6,1,1,1,691,94,
casa1,202603290500,8.4,0,1,0,711,245,
casa1,202603290505,7.5,0,1,1,730,228,
casa1,202603290510,6.5,0,0,1,742,144,
casa1,202603290515,6.9,1,1,1,762,239,
casa1,202603290520,6.1,1,1,1,767,57,
casa1,202603290525,6.3,1,0,1,770,34,
casa1,202603290530,6.4,1,1,1,785,177,
casa1,202603290535,6.8,1,0,1,801,199,
casa1,202603290540,6.0,0,0,1,806,59,
casa1,202603290545,5.2,1,1,1,808,20,
casa1,202603290550,5.3,0,0,0,811,36,
casa1,202603290555,4.7,1,0,1,828,202,
casa1,202603290600,5.4,1,1,1,839,143,
casa1,202603290605,5.9,0,1,0,851,134,
casa1,202603290610,5.5,0,0,1,854,43,
casa1,202603290615,5.6,0,0,1,872,211,
casa1,202603290620,6.1,0,0,0,879,87,
casa1,202603290625,-999.0,0,-999,-999,898,224,"luce3, temperatura, luce2"
casa1,202603290630,6.7,0,1,0,911,163,
casa1,202603290635,7.4,0,1,1,929,218,
casa1,202603290640,7.3,0,0,1,943,168,
casa1,202603290645,7.4,0,0,1,958,178,
casa1,202603290650,7.3,1,1,0,974,183,
casa1,202603290655,7.3,0,1,0,979,60,
casa1,202603290700,7.9,1,1,0,983,53,
casa1,202603290705,7.7,1,0,1,986,33,
casa1,202603290710,8.2,0,1,0,993,82,
casa1,202603290715,7.9,0,1,1,1007,176,
casa1,202603290720,7.8,1,1,1,1012,62,
casa1,202603290725,8.2,1,1,1,1028,192,
casa1,202603290730,8.2,0,0,1,1037,100,
casa1,202603290735,8.6,0,0,1,1047,125,
casa1,202603290740,9.0,0,0,0,1056,105,
casa1,202603290745,9.0,1,0,0,1068,148,
casa1,202603290750,10.0,1,0,0,1076,97,
casa1,202603290755,10.5,1,1,0,1079,29,
casa1,202603290800,10.7,0,1,0,1085,80,
casa1,202603290805,11.5,0,1,1,1097,144,
casa1,202603290810,12.5,1,1,1,1100,33,
casa1,202603290815,12.4,1,1,0,1120,233,
casa1,202603290820,12.9,0,1,1,1136,202,
casa1,202603290825,13.4,1,1,0,1156,238,
casa1,202603290830,13.4,0,1,1,1174,209,
casa1,202603290835,14.0,0,0,0,1190,195,
casa1,202603290840,14.4,1,1,0,1192,30,
casa1,202603290845,15.3,1,1,0,1201,99,
casa1,202603290850,15.8,0,0,1,1210,110,
casa1,202603290855,16.1,0,1,0,1221,139,
casa1,202603290900,17.0,1,1,0,1225,46,
casa1,202603290905,17.6,0,1,1,1227,25,
casa1,202603290910,-999.0,-999,-999,0,1230,36,"temperatura, luce2, luce1"
casa1,202603290915,18.6,0,1,1,1240,117,
casa1,202603290920,19.5,0,0,0,1244,47,
casa1,202603290925,19.9,0,0,1,1262,220,
casa1,202603290930,20.6,0,0,0,1274,136,
casa1,202603290935,20.9,1,0,1,1286,150,
casa1,202603290940,20.8,0,0,1,1296,114,
casa1,202603290945,20.9,0,0,0,1306,128,
casa1,202603290950,21.2,0,0,0,1313,80,
casa1,202603290955,21.5,1,1,1,1317,46,
casa1,202603291000,21.8,0,1,0,1325,102,
casa1,202603291005,21.9,0,1,1,1337,135,
casa1,202603291010,22.4,1,1,0,1348,137,
casa1,202603291015,22.7,1,1,1,1357,106,
casa1,202603291020,23.6,1,0,0,1377,247,
casa1,202603291025,24.5,0,1,0,1389,145,
casa1,202603291030,24.7,1,0,0,1407,208,
casa1,202603291035,24.8,1,1,1,1425,222,
casa1,202603291040,25.8,0,0,1,1441,193,
casa1,202603291045,25.5,0,0,0,1455,166,
casa1,202603291050,26.1,1,1,0,1476,246,
casa1,202603291055,26.8,0,0,1,1484,105,
casa1,202603291100,27.3,0,0,0,1490,73,
casa1,202603291105,27.2,0,1,0,1499,99,
casa1,202603291110,27.0,1,0,1,1518,237,
casa1,202603291115,26.8,0,1,1,1526,86,
casa1,202603291120,26.6,1,1,1,1533,88,
casa1,202603291125,27.2,1,1,1,1543,119,
casa1,202603291130,27.2,1,1,1,1550,82,
casa1,202603291135,27.8,0,0,0,1567,212,
casa1,202603291140,28.1,1,1,0,1571,47,
casa1,202603291145,28.8,0,1,0,1582,129,
casa1,202603291150,28.4,1,0,1,1588,67,
casa1,202603291155,28.8,0,1,0,1600,148,
casa1,202603291200,28.6,1,0,1,1608,96,
casa1,202603291205,28.5,0,1,0,1613,59,
casa1,202603291210,28.6,1,1,1,1624,131,
casa1,202603291215,28.5,0,1,1,1635,135,
casa1,202603291220,29.1,-999,0,1,1647,140,luce1
casa1,202603291225,29.4,0,1,0,1663,191,
casa1,202603291230,-999.0,-999,-999,-999,1672,113,"luce1, temperatura, luce3, luce2"
casa1,202603291235,29.5,0,0,1,1687,173,
casa1,202603291240,30.4,1,1,1,1705,223,
casa1,202603291245,31.2,1,1,1,1721,195,
casa1,202603291250,31.8,1,0,1,1735,168,
casa1,202603291255,31.9,1,0,0,1745,118,
casa1,202603291300,32.1,1,0,1,1749,47,
casa1,202603291305,33.1,1,0,1,1765,191,
casa1,202603291310,33.8,0,0,0,1783,215,
casa1,202603291315,33.9,0,0,0,1794,138,
casa1,202603291320,34.1,0,1,1,1809,171,
casa1,202603291325,34.2,1,1,0,1826,205,
casa1,202603291330,34.7,-999,1,1,1831,62,luce1
casa1,202603291335,34.6,1,1,0,1841,115,
casa1,202603291340,35.2,0,1,0,1856,182,
casa1,202603291345,35.6,1,1,0,1867,136,
casa1,202603291350,35.8,0,1,0,1872,56,
casa1,202603291355,36.5,0,0,0,1889,203,
casa1,202603291400,36.8,1,1,0,1905,197,
casa1,202603291405,36.7,1,0,1,1918,155,
casa1,202603291410,36.9,0,1,1,1934,197,
casa1,202603291415,37.1,1,0,0,1942,90,
casa1,202603291420,36.9,0,0,0,1953,129,
casa1,202603291425,37.1,0,0,0,1973,246,
casa1,202603291430,37.0,1,1,1,1992,223,
casa1,202603291435,37.6,1,1,0,1999,89,
casa1,202603291440,37.4,0,1,1,2004,57,
casa1,202603291445,37.3,1,1,0,2023,235,
casa1,202603291450,37.9,1,1,0,2027,37,
casa1,202603291455,37.6,1,1,1,2037,120,
casa1,202603291500,37.7,0,1,1,2055,222,
casa1,202603291505,38.4,1,0,1,2059,43,
casa1,202603291510,39.2,0,1,0,2062,45,
casa1,202603291515,39.2,1,1,1,2064,25,
casa1,202603291520,39.0,0,1,0,2082,209,
casa1,202603291525,40.0,1,1,1,2100,218,
casa1,202603291530,40.0,0,0,0,2113,158,
casa1,202603291535,40.0,1,1,1,2122,103,
casa1,202603291540,39.9,0,0,1,2140,217,
casa1,202603291545,40.0,1,1,0,2145,60,
casa1,202603291550,40.0,0,0,1,2150,62,
casa1,202603291555,40.0,0,1,0,2158,91,
casa1,202603291600,40.0,1,0,1,2170,149,
casa1,202603291605,39.9,1,1,1,2173,33,
casa1,202603291610,39.8,1,0,0,2179,69,
casa1,202603291615,39.9,1,1,0,2183,58,
casa1,202603291620,40.0,0,1,0,2203,232,
casa1,202603291625,40.0,0,1,1,2205,22,
casa1,202603291630,40.0,0,1,1,2220,186,
casa1,202603291635,40.0,0,0,1,2231,129,
casa1,202603291640,40.0,1,0,1,2237,76,
casa1,202603291645,40.0,1,0,0,2256,225,
casa1,202603291650,40.0,0,1,1,2269,162,
casa1,202603291655,39.9,1,1,1,2272,32,
casa1,202603291700,40.0,1,0,0,2285,160,
casa1,202603291705,40.0,1,0,0,2306,245,
casa1,202603291710,40.0,1,1,0,2310,47,
casa1,202603291715,39.6,0,1,1,2317,87,
casa1,202603291720,39.9,1,1,1,2333,192,
casa1,202603291725,39.7,1,1,0,2344,127,
casa1,202603291730,40.0,1,0,1,2354,125,
casa1,202603291735,40.0,1,0,0,2366,141,
casa1,202603291740,39.9,0,1,0,2379,158,
casa1,202603291745,-999.0,-999,1,-999,2397,218,"luce3, luce1, temperatura"
casa1,202603291750,39.6,0,1,1,2409,149,
casa1,202603291755,39.7,0,0,1,2429,237,
casa1,202603291800,39.5,0,0,1,2432,32,
casa1,202603291805,40.0,1,0,0,2437,57,
casa1,202603291810,39.8,1,1,0,2447,123,
casa1,202603291815,40.0,0,0,1,2467,247,
casa1,202603291820,40.0,0,1,0,2484,200,
casa1,202603291825,40.0,1,0,0,2486,29,
casa1,202603291830,40.0,1,1,0,2494,91,
casa1,202603291835,39.8,0,1,1,2510,189,
casa1,202603291840,40.0,1,1,1,2511,20,
casa1,202603291845,39.8,1,0,1,2519,89,
casa1,202603291850,40.0,1,1,0,2536,209,
casa1,202603291855,40.0,1,1,0,2543,84,
casa1,202603291900,40.0,1,0,0,2564,247,
casa1,202603291905,40.0,0,1,0,2567,41,
casa1,202603291910,40.0,0,1,1,2572,51,
casa1,202603291915,40.0,1,1,0,2589,214,
casa1,202603291920,40.0,1,0,1,2605,189,
casa1,202603291925,40.0,1,1,0,2610,59,
casa1,202603291930,39.7,0,1,0,2631,246,
casa1,202603291935,40.0,0,1,1,2648,205,
casa1,202603291940,40.0,1,1,0,2658,128,
casa1,202603291945,39.7,0,0,0,2677,219,
casa1,202603291950,40.0,0,1,0,2685,98,
casa1,202603291955,39.8,0,1,0,2687,32,
casa1,202603292000,40.0,1,1,1,2697,119,
casa1,202603292005,39.9,0,1,1,2710,156,
casa1,202603292010,40.0,1,0,0,2716,66,
casa1,202603292015,39.7,1,1,1,2736,240,
casa1,202603292020,40.0,0,1,0,2748,142,
casa1,202603292025,40.0,1,0,0,2760,148,
casa1,202603292030,40.0,1,0,1,2769,111,
casa1,202603292035,40.0,1,1,0,2775,66,
casa1,202603292040,39.8,1,1,0,2784,107,
casa1,202603292045,40.0,1,1,1,2792,97,
casa1,202603292050,40.0,1,0,1,2811,227,
casa1,202603292055,39.8,0,1,1,2826,190,
casa1,202603292100,40.0,0,0,0,2842,190,
casa1,202603292105,39.3,1,0,1,2857,177,
casa1,202603292110,39.5,0,0,0,2865,97,
casa1,202603292115,39.7,1,0,0,2883,211,
casa1,202603292120,39.3,1,0,1,2891,96,
casa1,202603292125,38.8,0,1,1,2894,42,
casa1,202603292130,37.8,0,1,0,2908,166,
casa1,202603292135,37.3,0,1,0,2922,172,
casa1,202603292140,36.5,0,0,1,2932,120,
casa1,202603292145,35.7,0,0,1,2936,43,
casa1,202603292150,35.1,1,0,0,2938,20,
casa1,202603292155,35.2,1,1,0,2945,87,
casa1,202603292200,35.1,0,0,1,2949,47,
casa1,202603292205,34.2,1,1,0,2966,208,
casa1,202603292210,33.6,0,1,0,2982,185,
casa1,202603292215,32.8,1,0,0,2985,39,
casa1,202603292220,33.1,1,1,1,3001,199,
casa1,202603292225,33.2,0,0,0,3011,113,
casa1,202603292230,33.2,0,0,1,3029,221,
casa1,202603292235,33.4,1,1,0,3044,178,
casa1,202603292240,33.8,0,1,0,3054,125,
casa1,202603292245,33.3,1,1,0,3066,136,
casa1,202603292250,33.1,0,1,1,3083,205,
casa1,202603292255,32.1,0,0,1,3090,88,
casa1,202603292300,31.6,0,0,1,3094,47,
casa1,202603292305,30.7,0,0,-999,3101,86,luce3
casa1,202603292310,30.2,1,0,0,3108,83,
casa1,202603292315,29.3,0,0,1,3121,150,
casa1,202603292320,-999.0,-999,-999,-999,3123,25,"luce2, luce1, luce3, temperatura"
casa1,202603292325,28.6,1,1,0,3142,232,
casa1,202603292330,28.8,0,0,0,3157,172,
casa1,202603292335,28.3,0,0,0,3173,192,
casa1,202603292340,28.3,0,1,1,3191,227,
casa1,202603292345,27.6,1,0,1,3202,127,
casa1,202603292350,27.3,0,1,0,3217,183,
casa1,202603292355,26.3,1,0,0,3227,113,
casa2,202603230000,17.4,1,0,0,13,166,
casa2,202603230005,16.8,0,1,1,34,249,
casa2,202603230010,16.6,0,1,0,43,110,
casa2,202603230015,16.5,1,1,0,48,60,
casa2,202603230020,16.6,0,1,0,58,115,
casa2,202603230025,15.7,1,0,1,62,56,
casa2,202603230030,15.4,0,1,0,74,135,
casa2,202603230035,15.4,1,0,1,89,186,
casa2,202603230040,14.4,1,1,1,94,61,
casa2,202603230045,13.6,1,1,1,113,225,
casa2,202603230050,13.3,1,1,0,131,212,
casa2,202603230055,12.8,0,1,1,149,219,
casa2,202603230100,11.8,1,1,0,154,54,
casa2,202603230105,11.4,1,1,1,171,204,
casa2,202603230110,10.5,1,1,1,181,130,
casa2,202603230115,9.5,1,1,0,188,77,
casa2,202603230120,8.9,1,0,0,203,188,
casa2,202603230125,8.6,1,1,1,212,101,
casa2,202603230130,7.9,0,1,1,229,206,
casa2,202603230135,7.4,0,0,0,233,44,
casa2,202603230140,7.0,0,0,1,252,228,
casa2,202603230145,7.2,1,1,0,258,78,
casa2,202603230150,-999.0,-999,-999,-999,266,93,"temperatura, luce3, luce2, luce1"
casa2,202603230155,5.6,0,1,0,286,243,
casa2,202603230200,5.2,0,1,0,305,230,
casa2,202603230205,5.2,1,0,1,313,91,
casa2,202603230210,5.5,1,0,1,324,137,
casa2,202603230215,5.1,1,1,0,344,236,
casa2,202603230220,5.2,0,0,0,357,151,
casa2,202603230225,4.9,0,0,0,363,79,
casa2,202603230230,4.7,0,1,0,377,167,
casa2,202603230235,4.8,1,1,1,380,30,
casa2,202603230240,4.9,0,1,1,398,218,
casa2,202603230245,5.3,1,0,0,400,31,
casa2,202603230250,5.4,0,0,1,415,178,
casa2,202603230255,5.6,0,0,0,421,75,
casa2,202603230300,5.9,1,0,0,435,163,
casa2,202603230305,5.8,1,1,0,450,175,
casa2,202603230310,6.1,1,0,0,453,41,
casa2,202603230315,5.8,1,1,1,466,160,
casa2,202603230320,6.2,1,0,1,482,187,
casa2,202603230325,6.2,0,0,1,485,42,
casa2,202603230330,5.8,0,1,1,504,225,
casa2,202603230335,5.3,1,1,0,508,52,
casa2,202603230340,4.9,0,0,0,516,90,
casa2,202603230345,4.8,1,1,1,519,33,
casa2,202603230350,5.0,0,0,0,524,64,
casa2,202603230355,4.7,0,1,0,533,111,
casa2,202603230400,-999.0,1,1,-999,538,51,"luce3, temperatura"
casa2,202603230405,3.9,1,1,0,543,62,
casa2,202603230410,3.9,0,1,1,546,38,
casa2,202603230415,4.0,1,0,0,562,195,
casa2,202603230420,3.0,1,0,0,580,212,
casa2,202603230425,2.7,0,1,0,593,153,
casa2,202603230430,2.9,1,0,0,610,209,
casa2,202603230435,2.3,1,0,0,620,115,
casa2,202603230440,2.5,0,1,0,625,66,
casa2,202603230445,2.6,1,0,0,628,36,
casa2,202603230450,1.7,1,1,1,646,216,
casa2,202603230455,1.1,1,0,0,659,160,
casa2,202603230500,0.7,0,1,1,678,227,
casa2,202603230505,0.8,0,1,1,688,115,
casa2,202603230510,1.1,0,1,1,708,245,
casa2,202603230515,1.4,1,1,0,723,175,
casa2,202603230520,0.6,1,1,1,742,235,
casa2,202603230525,0.8,1,1,0,747,57,
casa2,202603230530,-999.0,0,0,-999,753,68,"temperatura, luce3"
casa2,202603230535,0.1,0,1,0,757,45,
casa2,202603230540,-0.8,0,1,0,760,44,
casa2,202603230545,-0.7,0,1,1,773,156,
casa2,202603230550,-1.5,1,0,1,789,188,
casa2,202603230555,-1.4,1,1,0,798,112,
casa2,202603230600,-1.0,0,0,1,812,164,
casa2,202603230605,-0.3,0,1,0,828,195,
casa2,202603230610,0.0,1,1,0,832,47,
casa2,202603230615,-0.3,1,0,0,846,163,
casa2,202603230620,-0.0,0,1,0,848,25,
casa2,202603230625,0.5,1,1,0,852,56,
casa2,202603230630,0.1,0,0,0,868,192,
casa2,202603230635,0.2,0,1,1,873,50,
casa2,202603230640,0.4,0,1,1,885,151,
casa2,202603230645,0.6,0,1,0,892,79,
casa2,202603230650,1.0,0,1,0,899,83,
casa2,202603230655,1.3,0,0,1,917,214,
casa2,202603230700,2.3,1,0,1,918,22,
casa2,202603230705,3.3,1,1,1,932,161,
casa2,202603230710,4.1,1,1,1,948,190,
casa2,202603230715,3.8,0,0,0,957,109,
casa2,202603230720,4.7,0,1,1,969,146,
casa2,202603230725,4.7,0,0,0,978,113,
casa2,202603230730,4.6,0,1,1,993,172,
casa2,202603230735,5.4,1,1,1,1007,176,
casa2,202603230740,6.0,0,1,1,1018,128,
casa2,202603230745,6.7,0,0,1,1024,71,
casa2,202603230750,7.3,0,0,0,1039,178,
casa2,202603230755,7.7,1,1,1,1056,208,
casa2,202603230800,8.3,1,0,1,1064,92,
casa2,202603230805,8.0,1,1,0,1084,242,
casa2,202603230810,8.6,1,0,1,1093,112,
casa2,202603230815,8.2,0,0,0,1101,92,
casa2,202603230820,8.9,0,0,0,1116,180,
casa2,202603230825,9.9,0,1,1,1125,105,
casa2,202603230830,10.2,1,0,0,1139,178,
casa2,202603230835,10.2,1,0,0,1144,49,
casa2,202603230840,-999.0,-999,1,0,1161,210,"luce1, temperatura"
casa2,202603230845,11.0,0,1,1,1164,41,
casa2,202603230850,11.2,0,1,1,1173,102,
casa2,202603230855,11.6,1,1,1,1188,176,
casa2,202603230900,11.9,1,1,1,1194,78,
casa2,202603230905,11.8,0,1,1,1211,202,
casa2,202603230910,12.1,1,0,1,1218,84,
casa2,202603230915,12.8,1,0,0,1232,164,
casa2,202603230920,13.6,0,1,0,1249,205,
casa2,202603230925,14.2,1,1,0,1262,156,
casa2,202603230930,14.0,1,0,0,1280,224,
casa2,202603230935,14.3,0,1,1,1298,216,
casa2,202603230940,15.2,0,1,1,1317,218,
casa2,202603230945,15.7,0,0,0,1332,185,
casa2,202603230950,16.1,1,1,0,1342,116,
casa2,202603230955,16.7,0,0,1,1359,213,
casa2,202603231000,17.4,1,1,1,1364,53,
casa2,202603231005,18.3,0,1,0,1370,78,
casa2,202603231010,19.1,1,1,0,1383,146,
casa2,202603231015,20.0,1,0,1,1401,222,
casa2,202603231020,20.8,1,0,1,1414,150,
casa2,202603231025,20.9,0,0,0,1433,233,
casa2,202603231030,20.7,0,0,1,1451,215,
casa2,202603231035,21.3,1,0,1,1468,200,
casa2,202603231040,22.2,0,1,1,1472,51,
casa2,202603231045,-999.0,-999,-999,-999,1484,151,"temperatura, luce3, luce1, luce2"
casa2,202603231050,-999.0,-999,0,0,1491,80,"temperatura, luce1"
casa2,202603231055,22.5,1,1,1,1498,87,
casa2,202603231100,22.8,1,0,0,1518,239,
casa2,202603231105,23.5,0,1,1,1530,143,
casa2,202603231110,23.9,1,1,0,1534,41,
casa2,202603231115,24.7,1,0,0,1551,209,
casa2,202603231120,25.5,1,0,0,1554,36,
casa2,202603231125,26.3,0,0,0,1573,228,
casa2,202603231130,26.4,0,1,1,1583,120,
casa2,202603231135,26.2,0,1,1,1591,96,
casa2,202603231140,26.0,0,0,1,1612,248,
casa2,202603231145,26.7,1,1,0,1628,195,
casa2,202603231150,26.5,0,1,0,1647,227,
casa2,202603231155,26.5,1,0,1,1665,220,
casa2,202603231200,26.2,0,0,1,1684,222,
casa2,202603231205,26.7,1,1,1,1697,157,
casa2,202603231210,26.4,1,1,0,1715,215,
casa2,202603231215,26.6,0,0,1,1722,94,
casa2,202603231220,27.2,1,1,1,1727,52,
casa2,202603231225,27.6,1,1,0,1743,197,
casa2,202603231230,27.4,0,0,1,1751,97,
casa2,202603231235,27.6,1,0,1,1768,206,
casa2,202603231240,28.3,0,0,0,1771,27,
casa2,202603231245,28.1,0,0,0,1784,160,
casa2,202603231250,28.0,0,0,1,1799,178,
casa2,202603231255,-999.0,-999,-999,-999,1811,141,"temperatura, luce3, luce2, luce1"
casa2,202603231300,29.0,1,1,1,1818,92,
casa2,202603231305,28.9,1,0,0,1831,155,
casa2,202603231310,29.1,0,0,1,1839,89,
casa2,202603231315,29.4,1,1,1,1852,162,
casa2,202603231320,29.2,0,1,1,1865,155,
casa2,202603231325,30.1,1,1,1,1879,167,
